cisp,mes,ano,aisp,risp,armadilha_explosiva,armadilha_incendiaria,bomba_fabricacao_caseira,granada,material_belico_explosivo,material_explosivo,material_explosivo_caseiro,material_nao_identificado,total
71,8,2013,35,4,0,0,0,1,0,0,0,0,1
71,9,2013,35,4,0,0,0,0,0,0,0,0,0
71,10,2013,35,4,0,0,0,2,0,0,0,0,2
71,11,2013,35,4,0,0,0,0,0,0,0,0,0
71,12,2013,35,4,0,0,0,0,0,0,0,0,0
72,1,2013,7,4,0,0,0,0,0,0,0,0,0
72,2,2013,7,4,0,0,0,0,0,0,0,0,0
72,3,2013,7,4,0,0,0,1,0,0,0,0,1
72,4,2013,7,4,0,0,0,0,0,0,0,0,0
72,5,2013,7,4,0,0,0,0,0,0,0,0,0
72,6,2013,7,4,0,0,0,0,0,0,0,0,0
72,7,2013,7,4,0,0,0,0,0,0,0,0,0
72,8,2013,7,4,0,0,0,0,0,0,0,0,0
72,9,2013,7,4,0,0,0,0,0,0,0,0,0
72,10,2013,7,4,0,0,0,0,0,0,0,0,0
72,11,2013,7,4,0,0,0,3,0,0,0,0,3
72,12,2013,7,4,0,0,0,0,0,0,0,0,0
73,1,2013,7,4,0,0,0,0,0,0,0,1,1
73,2,2013,7,4,0,0,0,0,0,0,0,0,0
73,3,2013,7,4,0,0,0,0,0,0,0,0,0
73,4,2013,7,4,0,0,0,0,0,0,0,0,0
73,5,2013,7,4,0,0,0,0,0,0,0,0,0
73,6,2013,7,4,0,0,0,0,0,0,0,0,0
73,7,2013,7,4,0,0,0,0,0,0,0,0,0
73,8,2013,7,4,0,0,0,0,0,0,0,0,0
73,9,2013,7,4,0,0,0,4,0,0,0,0,4
73,10,2013,7,4,0,0,0,0,0,0,0,0,0
73,11,2013,7,4,0,0,0,0,0,0,0,0,0
73,12,2013,7,4,0,0,0,3,0,0,0,0,3
74,1,2013,7,4,0,0,0,0,0,0,0,0,0
74,2,2013,7,4,0,0,0,0,0,0,0,0,0
74,3,2013,7,4,0,0,0,4,0,0,0,0,4
74,4,2013,7,4,0,0,0,1,0,0,0,0,1
74,5,2013,7,4,0,0,0,0,0,0,0,0,0
74,6,2013,7,4,0,0,0,0,0,0,0,0,0
74,7,2013,7,4,0,0,0,0,0,0,0,0,0
74,8,2013,7,4,0,0,0,1,0,0,0,0,1
74,9,2013,7,4,0,0,0,0,0,0,0,0,0
74,10,2013,7,4,0,0,0,0,0,0,0,0,0
74,11,2013,7,4,0,0,0,0,0,0,0,0,0
74,12,2013,7,4,0,0,0,1,0,0,0,0,1
75,1,2013,7,4,0,0,2,0,0,0,0,0,2
75,2,2013,7,4,0,0,0,1,0,0,0,0,1
75,3,2013,7,4,0,0,0,1,0,0,0,0,1
75,4,2013,7,4,0,0,0,0,0,0,0,0,0
75,5,2013,7,4,0,0,0,0,0,0,0,0,0
75,6,2013,7,4,0,0,0,0,0,0,0,0,0
75,7,2013,7,4,0,0,0,1,0,0,0,0,1
75,8,2013,7,4,0,0,0,1,0,0,0,0,1
75,9,2013,7,4,0,0,0,0,0,0,0,0,0
75,10,2013,7,4,0,0,0,0,0,0,0,0,0
75,11,2013,7,4,0,0,0,1,0,0,0,0,1
75,12,2013,7,4,0,0,0,0,0,1,0,0,1
76,1,2013,12,4,0,0,0,0,0,0,0,0,0
76,2,2013,12,4,0,0,0,0,0,0,0,0,0
76,3,2013,12,4,0,0,0,3,0,0,0,0,3
76,4,2013,12,4,0,0,0,0,0,0,0,0,0
76,5,2013,12,4,0,0,0,0,0,0,0,0,0
76,6,2013,12,4,0,0,0,0,0,0,0,0,0
76,7,2013,12,4,0,0,0,0,0,0,0,0,0
76,8,2013,12,4,0,0,0,0,0,0,0,0,0
76,9,2013,12,4,0,0,0,1,0,0,0,0,1
76,10,2013,12,4,0,0,0,0,0,0,0,0,0
76,11,2013,12,4,0,0,0,0,0,0,0,0,0
76,12,2013,12,4,0,0,0,0,0,0,0,0,0
77,1,2013,12,4,0,0,0,0,0,0,0,0,0
77,2,2013,12,4,0,0,0,0,0,0,0,0,0
77,3,2013,12,4,0,0,0,0,0,0,0,0,0
77,4,2013,12,4,0,0,0,0,0,0,0,0,0
77,5,2013,12,4,0,0,0,0,0,0,0,0,0
77,6,2013,12,4,0,0,0,2,0,0,0,0,2
77,7,2013,12,4,0,0,0,0,0,0,0,0,0
77,8,2013,12,4,0,0,0,2,0,0,0,0,2
77,9,2013,12,4,0,0,0,0,0,0,0,0,0
77,10,2013,12,4,0,0,0,0,0,0,0,0,0
77,11,2013,12,4,0,0,0,0,0,0,0,0,0
77,12,2013,12,4,0,0,0,0,0,0,0,0,0
78,1,2013,12,4,0,0,5,0,0,0,0,0,5
78,2,2013,12,4,0,0,0,0,0,0,0,0,0
78,3,2013,12,4,0,0,0,0,0,0,0,0,0
78,4,2013,12,4,0,0,0,0,0,0,0,0,0
78,5,2013,12,4,0,0,0,0,0,0,0,0,0
78,6,2013,12,4,0,0,0,1,0,0,0,0,1
78,7,2013,12,4,0,0,0,0,0,0,0,0,0
78,8,2013,12,4,0,0,0,6,0,0,0,0,6
78,9,2013,12,4,0,0,0,0,0,0,0,0,0
78,10,2013,12,4,0,0,0,0,0,0,0,0,0
78,11,2013,12,4,0,0,0,0,0,0,0,0,0
78,12,2013,12,4,0,0,1,4,0,0,0,0,5
79,1,2013,12,4,0,0,0,0,0,0,0,0,0
79,2,2013,12,4,0,0,0,0,0,0,0,0,0
79,3,2013,12,4,0,0,0,0,0,0,0,0,0
79,4,2013,12,4,0,0,0,0,0,0,0,0,0
79,5,2013,12,4,0,0,0,0,0,0,0,0,0
79,6,2013,12,4,0,0,0,0,0,0,0,0,0
79,7,2013,12,4,0,0,0,0,0,0,0,0,0
79,8,2013,12,4,0,0,1,0,0,0,0,0,1
79,9,2013,12,4,0,0,0,0,0,0,0,0,0
79,10,2013,12,4,0,0,0,0,0,0,0,0,0
79,11,2013,12,4,0,0,0,0,0,0,0,0,0
79,12,2013,12,4,0,0,0,0,0,0,0,0,0
81,1,2013,12,4,0,0,0,0,0,0,0,0,0
81,2,2013,12,4,0,0,0,0,0,0,0,0,0
81,3,2013,12,4,0,0,0,0,0,0,0,0,0
81,4,2013,12,4,0,0,0,0,0,0,0,0,0
81,5,2013,12,4,0,0,0,0,0,0,0,0,0
81,6,2013,12,4,0,0,0,0,0,0,0,0,0
81,7,2013,12,4,0,0,0,0,0,0,0,0,0
81,8,2013,12,4,0,0,0,0,0,0,0,0,0
81,9,2013,12,4,0,0,0,0,0,0,0,0,0
81,10,2013,12,4,0,0,0,0,0,0,0,0,0
81,11,2013,12,4,0,0,0,0,0,0,0,0,0
81,12,2013,12,4,0,0,0,0,0,0,0,0,0
82,1,2013,12,4,0,0,0,0,0,0,0,0,0
82,2,2013,12,4,0,0,0,0,0,0,0,0,0
82,3,2013,12,4,0,0,0,0,0,0,0,0,0
82,4,2013,12,4,0,0,0,0,0,0,0,0,0
82,5,2013,12,4,0,0,0,1,0,0,0,0,1
82,6,2013,12,4,0,0,0,0,0,0,0,0,0
82,7,2013,12,4,0,0,0,0,0,0,0,0,0
82,8,2013,12,4,0,0,0,0,0,0,0,0,0
82,9,2013,12,4,0,0,0,0,0,0,0,0,0
82,10,2013,12,4,0,0,0,0,0,0,0,0,0
82,11,2013,12,4,0,0,0,0,0,0,0,0,0
82,12,2013,12,4,0,0,0,0,0,0,0,0,0
88,1,2013,10,5,0,0,0,0,0,0,0,0,0
88,2,2013,10,5,0,0,0,0,0,0,0,0,0
88,3,2013,10,5,0,0,0,0,0,0,0,0,0
88,4,2013,10,5,0,0,0,0,0,0,0,0,0
88,5,2013,10,5,0,0,0,0,0,0,0,0,0
88,6,2013,10,5,0,0,0,0,0,0,0,0,0
88,7,2013,10,5,0,0,0,0,0,0,0,0,0
88,8,2013,10,5,0,0,0,0,0,0,0,0,0
88,9,2013,10,5,0,0,0,0,0,0,0,0,0
88,10,2013,10,5,0,0,0,0,0,0,0,0,0
88,11,2013,10,5,0,0,0,0,0,0,0,0,0
88,12,2013,10,5,0,0,0,0,0,0,0,0,0
89,1,2013,37,5,0,0,0,0,0,0,0,0,0
89,2,2013,37,5,0,0,0,0,0,0,0,0,0
89,3,2013,37,5,0,0,0,0,0,0,0,0,0
89,4,2013,37,5,0,0,0,1,0,0,0,0,1
89,5,2013,37,5,0,0,0,0,0,0,0,0,0
89,6,2013,37,5,0,0,0,0,0,0,0,0,0
89,7,2013,37,5,0,0,0,0,0,0,0,0,0
89,8,2013,37,5,0,0,0,0,0,0,0,0,0
89,9,2013,37,5,0,0,0,0,0,0,0,0,0
89,10,2013,37,5,0,0,0,0,0,0,0,0,0
89,11,2013,37,5,0,0,0,0,0,0,0,0,0
89,12,2013,37,5,0,0,0,0,0,0,0,0,0
90,1,2013,28,5,0,0,0,0,0,0,0,0,0
90,2,2013,28,5,0,0,0,0,0,0,0,0,0
90,3,2013,28,5,0,0,0,0,0,0,0,0,0
90,4,2013,28,5,0,0,0,0,0,0,0,0,0
90,5,2013,28,5,0,0,0,0,0,0,0,0,0
90,6,2013,28,5,0,0,0,0,0,0,0,0,0
90,7,2013,28,5,0,0,0,0,0,0,0,0,0
90,8,2013,28,5,0,0,0,0,0,0,0,0,0
90,9,2013,28,5,0,0,0,0,0,0,0,0,0
90,10,2013,28,5,0,0,0,0,0,0,0,0,0
90,11,2013,28,5,0,0,0,0,0,0,0,0,0
90,12,2013,28,5,0,0,0,0,0,0,0,0,0
91,1,2013,10,5,0,0,0,0,0,0,0,0,0
91,2,2013,10,5,0,0,0,0,0,0,0,0,0
91,3,2013,10,5,0,0,0,0,0,0,0,0,0
91,4,2013,10,5,0,0,0,0,0,0,0,0,0
91,5,2013,10,5,0,0,0,0,0,0,0,0,0
91,6,2013,10,5,0,0,0,0,0,0,0,0,0
91,7,2013,10,5,0,0,0,0,0,0,0,0,0
91,8,2013,10,5,0,0,0,0,0,0,0,0,0
91,9,2013,10,5,0,0,0,0,0,0,0,0,0
91,10,2013,10,5,0,0,0,0,0,0,0,0,0
91,11,2013,10,5,0,0,0,0,0,0,0,0,0
91,12,2013,10,5,0,0,0,0,0,0,0,0,0
92,1,2013,10,5,0,0,0,0,0,0,0,0,0
92,2,2013,10,5,0,0,0,0,0,0,0,0,0
92,3,2013,10,5,0,0,0,0,0,0,0,0,0
92,4,2013,10,5,0,0,0,0,0,0,0,0,0
92,5,2013,10,5,0,0,0,0,0,0,0,0,0
92,6,2013,10,5,0,0,0,0,0,0,0,0,0
92,7,2013,10,5,0,0,0,0,0,0,0,0,0
92,8,2013,10,5,0,0,0,0,0,0,0,0,0
92,9,2013,10,5,0,0,0,0,0,0,0,0,0
92,10,2013,10,5,0,0,0,0,0,0,0,0,0
92,11,2013,10,5,0,0,0,0,0,0,0,0,0
92,12,2013,10,5,0,0,0,0,0,0,0,0,0
93,1,2013,28,5,0,0,0,0,0,0,0,0,0
93,2,2013,28,5,0,0,0,0,0,0,0,0,0
93,3,2013,28,5,0,0,0,0,0,0,0,0,0
93,4,2013,28,5,0,0,0,0,0,0,0,0,0
93,5,2013,28,5,0,0,0,0,0,0,0,0,0
93,6,2013,28,5,0,0,0,0,0,0,0,0,0
93,7,2013,28,5,0,0,0,0,0,0,0,0,0
93,8,2013,28,5,0,0,2,0,0,0,0,0,2
93,9,2013,28,5,0,0,0,0,0,0,0,0,0
93,10,2013,28,5,0,0,0,0,0,0,0,0,0
93,11,2013,28,5,0,0,0,0,0,0,0,0,0
93,12,2013,28,5,0,0,0,0,0,0,0,0,0
94,1,2013,10,5,0,0,0,0,0,0,0,0,0
94,2,2013,10,5,0,0,0,0,0,0,0,0,0
94,3,2013,10,5,0,0,0,0,0,0,0,0,0
94,4,2013,10,5,0,0,0,0,0,0,0,0,0
94,5,2013,10,5,0,0,0,0,0,0,0,0,0
94,6,2013,10,5,0,0,0,0,0,0,0,0,0
94,7,2013,10,5,0,0,0,0,0,0,0,0,0
94,8,2013,10,5,0,0,0,0,0,0,0,0,0
94,9,2013,10,5,0,0,0,0,0,0,0,0,0
94,10,2013,10,5,0,0,0,0,0,0,0,0,0
94,11,2013,10,5,0,0,0,0,0,0,0,0,0
94,12,2013,10,5,0,0,0,0,0,0,0,0,0
95,1,2013,10,5,0,0,0,0,0,0,0,0,0
95,2,2013,10,5,0,0,0,0,0,0,0,0,0
95,3,2013,10,5,0,0,0,0,0,0,0,0,0
95,4,2013,10,5,0,0,0,0,0,0,0,0,0
95,5,2013,10,5,0,0,0,0,0,0,0,0,0
95,6,2013,10,5,0,0,0,0,0,0,0,0,0
95,7,2013,10,5,0,0,0,0,0,0,0,0,0
95,8,2013,10,5,0,0,0,0,0,0,0,0,0
95,9,2013,10,5,0,0,0,0,0,0,0,0,0
95,10,2013,10,5,0,0,0,0,0,0,0,0,0
95,11,2013,10,5,0,0,0,0,0,0,0,0,0
95,12,2013,10,5,0,0,0,0,0,0,0,0,0
96,1,2013,10,5,0,0,0,0,0,0,0,0,0
96,2,2013,10,5,0,0,0,0,0,0,0,0,0
96,3,2013,10,5,0,0,0,0,0,0,0,0,0
96,4,2013,10,5,0,0,0,0,0,0,0,0,0
96,5,2013,10,5,0,0,0,0,0,0,0,0,0
96,6,2013,10,5,0,0,0,0,0,0,0,0,0
96,7,2013,10,5,0,0,0,0,0,0,0,0,0
96,8,2013,10,5,0,0,0,0,0,0,0,0,0
96,9,2013,10,5,0,0,0,0,0,0,0,0,0
96,10,2013,10,5,0,0,0,0,0,0,0,0,0
96,11,2013,10,5,0,0,0,0,0,0,0,0,0
96,12,2013,10,5,0,0,0,0,0,0,0,0,0
97,1,2013,10,5,0,0,0,0,0,0,0,0,0
97,2,2013,10,5,0,0,0,0,0,0,0,0,0
97,3,2013,10,5,0,0,0,0,0,0,0,0,0
97,4,2013,10,5,0,0,0,0,0,0,0,0,0
97,5,2013,10,5,0,0,0,0,0,0,0,0,0
97,6,2013,10,5,0,0,0,0,0,0,0,0,0
97,7,2013,10,5,0,0,0,0,0,0,0,0,0
97,8,2013,10,5,0,0,0,0,0,0,0,0,0
97,9,2013,10,5,0,0,0,0,0,0,0,0,0
97,10,2013,10,5,0,0,0,0,0,0,0,0,0
97,11,2013,10,5,0,0,0,0,0,0,0,0,0
97,12,2013,10,5,0,0,0,0,0,0,0,0,0
98,1,2013,10,5,0,0,0,0,0,0,0,0,0
98,2,2013,10,5,0,0,0,0,0,0,0,0,0
98,3,2013,10,5,0,0,0,0,0,0,0,0,0
98,4,2013,10,5,0,0,0,0,0,0,0,0,0
98,5,2013,10,5,0,0,0,0,0,0,0,0,0
98,6,2013,10,5,0,0,0,0,0,0,0,0,0
98,7,2013,10,5,0,0,0,0,0,0,0,0,0
98,8,2013,10,5,0,0,0,0,0,0,0,0,0
98,9,2013,10,5,0,0,0,0,0,0,0,0,0
98,10,2013,10,5,0,0,0,0,0,0,0,0,0
98,11,2013,10,5,0,0,0,0,0,0,0,0,0
98,12,2013,10,5,0,0,0,0,0,0,0,0,0
99,1,2013,37,5,0,0,0,0,0,0,0,0,0
99,2,2013,37,5,0,0,0,0,0,0,0,0,0
99,3,2013,37,5,0,0,0,0,0,0,0,0,0
99,4,2013,37,5,0,0,0,0,0,0,0,0,0
99,5,2013,37,5,0,0,0,0,0,0,0,0,0
99,6,2013,37,5,0,0,0,0,0,0,0,0,0
99,7,2013,37,5,0,0,0,0,0,0,0,0,0
99,8,2013,37,5,0,0,0,0,0,0,0,0,0
99,9,2013,37,5,0,0,0,0,0,0,0,0,0
99,10,2013,37,5,0,0,0,0,0,0,0,0,0
99,11,2013,37,5,0,0,0,0,0,0,0,0,0
99,12,2013,37,5,0,0,0,0,0,0,0,0,0
100,1,2013,37,5,0,0,0,0,0,0,0,0,0
100,2,2013,37,5,0,0,0,0,0,0,0,0,0
100,3,2013,37,5,0,0,0,0,0,0,0,0,0
100,4,2013,37,5,0,0,0,0,0,0,0,0,0
100,5,2013,37,5,0,0,0,0,0,0,0,0,0
100,6,2013,37,5,0,0,0,0,0,0,0,0,0
100,7,2013,37,5,0,0,0,0,0,0,0,0,0
100,8,2013,37,5,0,0,0,0,0,0,0,0,0
100,9,2013,37,5,0,0,0,0,0,0,0,0,0
100,10,2013,37,5,0,0,0,0,0,0,0,0,0
100,11,2013,37,5,0,0,0,0,0,0,0,0,0
100,12,2013,37,5,0,0,0,0,0,0,0,0,0
101,1,2013,28,5,0,0,0,0,0,0,0,0,0
101,2,2013,28,5,0,0,0,0,0,0,0,0,0
101,3,2013,28,5,0,0,0,0,0,0,0,0,0
101,4,2013,28,5,0,0,0,0,0,0,0,0,0
101,5,2013,28,5,0,0,0,0,0,0,0,0,0
101,6,2013,28,5,0,0,0,0,0,0,0,0,0
101,7,2013,28,5,0,0,0,0,0,0,0,0,0
101,8,2013,28,5,0,0,0,0,0,0,0,0,0
101,9,2013,28,5,0,0,0,0,0,0,0,0,0
101,10,2013,28,5,0,0,0,0,0,0,0,0,0
101,11,2013,28,5,0,0,0,0,0,0,0,0,0
101,12,2013,28,5,0,0,0,0,0,0,0,0,0
104,1,2013,30,7,0,0,0,0,0,0,0,0,0
104,2,2013,30,7,0,0,0,0,0,0,0,0,0
104,3,2013,30,7,0,0,0,0,0,0,0,0,0
104,4,2013,30,7,0,0,0,0,0,0,0,0,0
104,5,2013,30,7,0,0,0,0,0,0,0,0,0
104,6,2013,30,7,0,0,0,0,0,0,0,0,0
104,7,2013,30,7,0,0,0,0,0,0,0,0,0
104,8,2013,30,7,0,0,0,0,0,0,0,0,0
104,9,2013,30,7,0,0,0,0,0,0,0,0,0
104,10,2013,30,7,0,0,0,0,0,0,0,0,0
104,11,2013,30,7,0,0,0,0,0,0,0,0,0
104,12,2013,30,7,0,0,0,0,0,0,0,0,0
105,1,2013,26,7,0,0,0,0,0,0,0,0,0
105,2,2013,26,7,0,0,0,0,0,0,0,0,0
105,3,2013,26,7,0,0,0,0,0,0,0,0,0
105,4,2013,26,7,0,0,0,0,0,0,0,0,0
105,5,2013,26,7,0,0,0,0,0,0,0,0,0
105,6,2013,26,7,0,0,0,0,0,0,0,0,0
105,7,2013,26,7,0,0,0,0,0,0,0,0,0
105,8,2013,26,7,0,0,0,1,0,0,0,0,1
105,9,2013,26,7,0,0,0,0,0,0,0,0,0
105,10,2013,26,7,0,0,0,0,0,0,0,0,0
105,11,2013,26,7,0,0,0,0,0,0,0,0,0
105,12,2013,26,7,0,0,0,0,0,0,0,0,0
106,1,2013,26,7,0,0,0,0,0,0,0,0,0
106,2,2013,26,7,0,0,0,0,0,0,0,0,0
106,3,2013,26,7,0,0,0,0,0,0,0,0,0
106,4,2013,26,7,0,0,0,0,0,0,0,0,0
106,5,2013,26,7,0,0,0,0,0,0,0,0,0
106,6,2013,26,7,0,0,0,0,0,0,0,0,0
106,7,2013,26,7,0,0,0,0,0,0,0,0,0
106,8,2013,26,7,0,0,0,0,0,0,0,0,0
106,9,2013,26,7,0,0,0,0,0,0,0,0,0
106,10,2013,26,7,0,0,0,0,0,0,0,0,0
106,11,2013,26,7,0,0,0,0,0,0,0,0,0
106,12,2013,26,7,0,0,0,0,0,0,0,0,0
107,1,2013,38,7,0,0,0,0,0,0,0,0,0
107,2,2013,38,7,0,0,0,0,0,0,0,0,0
107,3,2013,38,7,0,0,0,0,0,0,0,0,0
107,4,2013,38,7,0,0,0,0,0,0,0,0,0
107,5,2013,38,7,0,0,0,0,0,0,0,0,0
107,6,2013,38,7,0,0,0,0,0,0,0,0,0
107,7,2013,38,7,0,0,0,0,0,0,0,0,0
107,8,2013,38,7,0,0,0,0,0,0,0,0,0
107,9,2013,38,7,0,0,0,0,0,0,0,0,0
107,10,2013,38,7,0,0,0,0,0,0,0,0,0
107,11,2013,38,7,0,0,0,0,0,0,0,0,0
107,12,2013,38,7,0,0,0,0,0,0,0,0,0
108,1,2013,38,7,0,0,0,0,0,0,0,0,0
108,2,2013,38,7,0,0,0,0,0,0,0,0,0
108,3,2013,38,7,0,0,0,0,0,0,0,0,0
108,4,2013,38,7,0,0,0,0,0,0,0,0,0
108,5,2013,38,7,0,0,0,0,0,0,0,0,0
108,6,2013,38,7,0,0,0,0,0,0,0,0,0
108,7,2013,38,7,0,0,0,0,0,0,0,0,0
108,8,2013,38,7,0,0,0,0,0,0,0,0,0
108,9,2013,38,7,0,0,0,0,0,0,0,0,0
108,10,2013,38,7,0,0,0,0,0,0,0,0,0
108,11,2013,38,7,0,0,0,0,0,0,0,0,0
108,12,2013,38,7,0,0,0,0,0,0,0,0,0
109,1,2013,38,7,0,0,0,0,0,0,0,0,0
109,2,2013,38,7,0,0,0,0,0,0,0,0,0
109,3,2013,38,7,0,0,0,0,0,0,0,0,0
109,4,2013,38,7,0,0,0,0,0,0,0,0,0
109,5,2013,38,7,0,0,0,0,0,0,0,0,0
109,6,2013,38,7,0,0,0,0,0,0,0,0,0
109,7,2013,38,7,0,0,0,0,0,0,0,0,0
109,8,2013,38,7,0,0,0,0,0,0,0,0,0
109,9,2013,38,7,0,0,0,0,0,0,0,0,0
109,10,2013,38,7,0,0,0,0,0,0,0,0,0
109,11,2013,38,7,0,0,0,0,0,0,0,0,0
109,12,2013,38,7,0,0,0,0,0,0,0,0,0
110,1,2013,30,7,0,0,0,0,0,0,0,0,0
110,2,2013,30,7,0,0,0,0,0,0,0,0,0
110,3,2013,30,7,0,0,0,0,0,0,0,0,0
110,4,2013,30,7,0,0,0,0,0,0,0,0,0
110,5,2013,30,7,0,0,0,0,0,0,0,0,0
110,6,2013,30,7,0,0,0,0,0,0,0,0,0
110,7,2013,30,7,0,0,0,0,0,0,0,0,0
110,8,2013,30,7,0,0,0,0,0,0,0,0,0
110,9,2013,30,7,0,0,0,0,0,0,0,0,0
110,10,2013,30,7,0,0,0,0,0,0,0,0,0
110,11,2013,30,7,0,0,0,0,0,0,0,0,0
110,12,2013,30,7,0,0,0,0,0,0,0,0,0
111,1,2013,30,7,0,0,0,0,0,0,0,0,0
111,2,2013,30,7,0,0,0,0,0,0,0,0,0
111,3,2013,30,7,0,0,0,0,0,0,0,0,0
111,4,2013,30,7,0,0,0,0,0,0,0,0,0
111,5,2013,30,7,0,0,0,0,0,0,0,0,0
111,6,2013,30,7,0,0,0,0,0,0,0,0,0
111,7,2013,30,7,0,0,0,0,0,0,0,0,0
111,8,2013,30,7,0,0,0,0,0,0,0,0,0
111,9,2013,30,7,0,0,0,0,0,0,0,0,0
111,10,2013,30,7,0,0,0,0,0,0,0,0,0
111,11,2013,30,7,0,0,0,0,0,0,0,0,0
111,12,2013,30,7,0,0,0,0,0,0,0,0,0
112,1,2013,30,7,0,0,0,0,0,0,0,0,0
112,2,2013,30,7,0,0,0,0,0,0,0,0,0
112,3,2013,30,7,0,0,0,0,0,0,0,0,0
112,4,2013,30,7,0,0,0,0,0,0,0,0,0
112,5,2013,30,7,0,0,0,0,0,0,0,0,0
112,6,2013,30,7,0,0,0,0,0,0,0,0,0
112,7,2013,30,7,0,0,0,0,0,0,0,0,0
112,8,2013,30,7,0,0,0,0,0,0,0,0,0
112,9,2013,30,7,0,0,0,0,0,0,0,0,0
112,10,2013,30,7,0,0,0,0,0,0,0,0,0
112,11,2013,30,7,0,0,0,0,0,0,0,0,0
112,12,2013,30,7,0,0,0,0,0,0,0,0,0
118,1,2013,25,4,0,0,0,0,0,0,0,0,0
118,2,2013,25,4,0,0,0,0,0,0,0,0,0
118,3,2013,25,4,0,0,0,0,0,1,0,0,1
118,4,2013,25,4,0,0,0,0,0,0,0,0,0
118,5,2013,25,4,0,0,0,0,0,0,0,0,0
118,6,2013,25,4,0,0,0,0,0,0,0,0,0
118,7,2013,25,4,0,0,0,0,0,0,0,0,0
118,8,2013,25,4,0,0,0,0,0,0,0,0,0
118,9,2013,25,4,0,0,0,0,0,0,0,0,0
118,10,2013,25,4,0,0,0,0,0,0,0,0,0
118,11,2013,25,4,0,0,0,0,0,0,0,0,0
118,12,2013,25,4,0,0,0,0,0,0,0,0,0
119,1,2013,35,4,0,0,0,0,0,0,0,0,0
119,2,2013,35,4,0,0,0,0,0,0,0,0,0
119,3,2013,35,4,0,0,0,0,0,0,0,0,0
119,4,2013,35,4,0,0,0,0,0,1,0,0,1
119,5,2013,35,4,0,0,0,0,0,0,0,0,0
119,6,2013,35,4,0,0,0,0,0,0,0,0,0
119,7,2013,35,4,0,0,0,0,0,0,0,0,0
119,8,2013,35,4,0,0,0,0,0,0,0,0,0
119,9,2013,35,4,0,0,0,0,0,0,0,0,0
119,10,2013,35,4,0,0,0,0,0,0,0,0,0
119,11,2013,35,4,0,0,0,0,0,0,0,0,0
119,12,2013,35,4,0,0,0,0,0,0,0,0,0
120,1,2013,35,4,0,0,0,0,0,0,0,0,0
120,2,2013,35,4,0,0,0,0,0,0,0,0,0
120,3,2013,35,4,0,0,0,0,0,0,0,0,0
120,4,2013,35,4,0,0,0,0,0,0,0,0,0
120,5,2013,35,4,0,0,0,0,0,0,0,0,0
120,6,2013,35,4,0,0,0,0,0,0,0,0,0
120,7,2013,35,4,0,0,0,0,0,0,0,0,0
120,8,2013,35,4,0,0,0,0,0,0,0,0,0
120,9,2013,35,4,0,0,0,0,0,0,0,0,0
120,10,2013,35,4,0,0,0,0,0,0,0,0,0
120,11,2013,35,4,0,0,0,0,0,0,0,0,0
120,12,2013,35,4,0,0,0,0,0,0,0,0,0
121,1,2013,32,6,0,0,0,0,0,0,0,0,0
121,2,2013,32,6,0,0,0,0,0,0,0,0,0
121,3,2013,32,6,0,0,0,0,0,0,0,0,0
121,4,2013,32,6,0,0,0,0,0,0,0,0,0
121,5,2013,32,6,0,0,0,0,0,0,0,0,0
121,6,2013,32,6,0,0,0,0,0,0,0,0,0
121,7,2013,32,6,0,0,0,0,0,0,0,0,0
121,8,2013,32,6,0,0,0,0,0,0,0,0,0
121,9,2013,32,6,0,0,0,0,0,0,0,0,0
121,10,2013,32,6,0,0,0,0,0,0,0,0,0
121,11,2013,32,6,0,0,0,0,0,0,0,0,0
121,12,2013,32,6,0,0,0,0,0,0,0,0,0
122,1,2013,32,6,0,0,0,0,0,0,0,0,0
122,2,2013,32,6,0,0,0,0,0,0,0,0,0
122,3,2013,32,6,0,0,0,0,0,0,0,0,0
122,4,2013,32,6,0,0,0,0,0,0,0,0,0
122,5,2013,32,6,0,0,0,0,0,0,0,0,0
122,6,2013,32,6,0,0,0,0,0,0,0,0,0
122,7,2013,32,6,0,0,0,0,0,0,0,0,0
122,8,2013,32,6,0,0,0,0,0,0,0,0,0
122,9,2013,32,6,0,0,0,0,0,0,0,0,0
122,10,2013,32,6,0,0,0,0,0,0,0,0,0
122,11,2013,32,6,0,0,0,0,0,0,0,0,0
122,12,2013,32,6,0,0,0,0,0,0,0,0,0
123,1,2013,32,6,0,0,0,0,0,0,0,0,0
123,2,2013,32,6,0,0,0,0,0,0,0,0,0
123,3,2013,32,6,0,0,0,0,0,0,0,0,0
123,4,2013,32,6,0,0,0,2,0,0,0,0,2
123,5,2013,32,6,0,0,0,0,0,0,0,0,0
123,6,2013,32,6,0,0,0,1,0,0,0,0,1
123,7,2013,32,6,0,0,0,1,0,0,0,0,1
123,8,2013,32,6,0,0,0,1,0,0,0,0,1
123,9,2013,32,6,0,0,0,0,0,0,0,0,0
123,10,2013,32,6,0,0,0,1,0,0,0,0,1
123,11,2013,32,6,0,0,0,0,0,0,0,0,0
123,12,2013,32,6,0,0,0,0,0,0,0,0,0
124,1,2013,25,4,0,0,0,0,0,0,0,0,0
124,2,2013,25,4,0,0,0,0,0,0,0,0,0
124,3,2013,25,4,0,0,0,0,0,0,0,0,0
124,4,2013,25,4,0,0,0,0,0,0,0,0,0
124,5,2013,25,4,0,0,0,0,0,0,0,0,0
124,6,2013,25,4,0,0,0,0,0,0,0,0,0
